id,location_id,GoGetta URL,Org name,location_name,Age min,Age max (inclusive),All ages,Population served,Update needed,service_name,ages_info,Assigned
325fc3ca-a591-48cc-9633-361a4d04bbd5,ee60d902-bb2a-4345-9d0d-eb3aedb44f15,,Acacia Network,Park Ave Family Health Center,,,X,,,Patient Services,,
cd9ceca7-8023-4f2b-8a-8f0050ebd3b4,ad1e09ed-b53b-416c-9519-9359c511f293,,Acacia Network,Ramón Vélez Health Care Center,,,X,,,Behavioral Health,,
cd9ceca7-8023-4f2b-8a-8f0050ebd3b4,ad1e09ed-b53b-416c-9519-9359c511f293,,Acacia Network,Ramón Vélez Health Care Center,,,X,,,Primary Care,,
cd9ceca7-8023-4f2b-8a-8f0050ebd3b4,ad1e09ed-b53b-416c-9519-9359c511f293,,Acacia Network,Ramón Vélez Health Care Center,5,,,,,Social Services,,
718a51f1-b90d-43ec-98f1-285db48e9db7,38867464-ba7f-4a13-948d-986f588d4a04,,ACCES–VR,Harlem Independent Living Center,18,,,,X,Advocacy,,
f789704e-707b-4314-a7b6-7977aedeb4d2,572aff2c-0105-4216-bbac-3147c4cf3de3,,ACE New York,,18,,,,,Adult Education and Project Comeback,,
f789704e-707b-4314-a7b6-7977aedeb4d2,572aff2c-0105-4216-bbac-3147c4cf3de3,,ACE New York,,18,,,,,Project Stay,,
e4fe58f1-3e8c-4104-a851-6ad5d2e2b9b9,cfdf24c0-d87a-4e1b-9166-3c7e074506a0,,Advent Lutheran Church,Food Provider,16,,,,,Community Lunch,,
e4fe58f1-3e8c-4104-a851-6ad5d2e2b9b9,cfdf24c0-d87a-4e1b-9166-3c7e074506a0,,Advent Lutheran Church,Food Provider,16,,,,,Food Pantry,,
,,https://streetlives.nyc/find/location/bb12417a-aae4-4c33-a25d-83f4dc2f4007,"African Refuge, Inc.",,16,24,,"Youth, Young Adults",,After-school and Youth Programming ,,
ec9bc81b-729f-4105-86a5-c1833888396c,4eb7da4e-0fd0-4518-8d85-4dd982dfea11,,African Service Committee,,16,,,,,Food Pantry,,
ec9bc81b-729f-4105-86a5-c1833888396c,4eb7da4e-0fd0-4518-8d85-4dd982dfea11,,African Service Committee,,18,,,,,"Legal Team for Civil, Criminal, and Immigration Matters",,
ec9bc81b-729f-4105-86a5-c1833888396c,4eb7da4e-0fd0-4518-8d85-4dd982dfea11,,African Service Committee,,16,,,,,Medical and Housing Referrals,,
ec9bc81b-729f-4105-86a5-c1833888396c,4eb7da4e-0fd0-4518-8d85-4dd982dfea11,,African Service Committee,,18,,,,,STI/HIV Testing,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Case Management Services (HIV/AIDS),,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,"Free HIV, STI & Hep C testing",,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Health Education and Counseling,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Medical Transportation Services,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Mental Health Services,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Syringe Exchange Program & Expanded Syringe Access Program,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Transitional Housing Program,,
a4bdb65e-bad3-4dba-862d-204bec4f4729,2daa4316-8eac-4743-b935-fc0af28ead49,,After Hours Project,,13,,,,,Treatment Readiness Services,,
c32a3639-d46b-423c-9350-5ebf44078b1f,b2c2c918-f50d-451b-8bf6-b6f800ea76f5,,Agape Christian Center,,,,X,,,Food Pantry,,
f2ab5941-d5e3-4f95-8481-ecc956c52c67,b49e77dd-c02d-45e1-bdec-143fd8b733ad,,Agape Food Rescue,,16,,,,,Food Pantry,,
1916255e-d7a1-4cae-a412-e8f27bcc9ae2,ce11bdaf-ab40-4206-861f-9e19f832b3be,,AID for AIDS,,16,,,,,Case Management and Other Supports,,
1916255e-d7a1-4cae-a412-e8f27bcc9ae2,ce11bdaf-ab40-4206-861f-9e19f832b3be,,AID for AIDS,,16,,,,,HIV Medication Recycling,,
1f4d963c-30-4007-9a4d-d5670df46863,3442470d-8b16-42ea-be8c-1c5147e834c8,,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,16,,,,,Community Food Pantry,,
1f4d963c-30-4007-9a4d-d5670df46863,3442470d-8b16-42ea-be8c-1c5147e834c8,,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,13,,,,,"Doctor, Therapist, Case Worker, Food Program, Harm Reduction, and Pharmacy Registration",,
1f4d963c-30-4007-9a4d-d5670df46863,3442470d-8b16-42ea-be8c-1c5147e834c8,,AIDS Center of Queens County (ACQC),Jamaica Site - Main Office,18,,,,,Rapid STI and HIV Testing,,
1f4d963c-30-4007-9a4d-d5670df46863,c7b814d8-d41c-4fb9-a942-6587bba62225,,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,18,,,,,Food Pantry,,
1f4d963c-30-4007-9a4d-d5670df46863,c7b814d8-d41c-4fb9-a942-6587bba62225,,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,,,,,,Free Testing Walk-ins,,
1f4d963c-30-4007-9a4d-d5670df46863,c7b814d8-d41c-4fb9-a942-6587bba62225,,AIDS Center of Queens County (ACQC),Northwell Health Far Rockaway Treatment Center,,,,,,"Therapy, Case Workers, and Other Medical Appointments",,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,gogetta.nyc/find/location/8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,,,,,Clothing Drive,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,24,,,,Creative Expression Workshop,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,18,,,,,Food Pantry,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,24,,,,Health Services,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,24,,,,Health Services,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,24,,,,Shower,,
1f4d963c-30-4007-9a4d-d5670df46863,8a1e80f4-864d-4b83-9d5f-6cf59a9cc212,,AIDS Center of Queens County (ACQC),Woodside Youth Drop-in Center,13,24,,,,Hot Food and Snacks,,
bc3dcd-1bc2-4b14-875a-1451a19adbbb,b4ff3925-ac14-41e4-b0d7-6c71be113ef0,,AIDS Healthcare Foundation (AHF),Iris House (location is called Bronx),18,,,,,Become a Patient at AHF,,
bc3dcd-1bc2-4b14-875a-1451a19adbbb,b4ff3925-ac14-41e4-b0d7-6c71be113ef0,,AIDS Healthcare Foundation (AHF),Iris House,13,,,,,Free STI and HIV Testing,,
f30ea104-f488-42ff-8db0-241858635d24,1876f065-b5b6-4a17-8a55-c1a70314bbe9,,AIDS Healthcare Foundation (AHF),Out of The Closet Thrift Shop,,,,,,Free HIV Test,,
f30ea104-f488-42ff-8db0-241858635d24,1876f065-b5b6-4a17-8a55-c1a70314bbe9,,AIDS Healthcare Foundation (AHF),Out of The Closet Thrift Shop,,,,,,Free STI test,,
9b4ac3-8ac1-46d4-8bd7-eff4469ef018,08c4a013-bf60-430f-a960-ad8f045db762,,Aishel Shabbat,,,,,,,Food Pantry,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,https://streetlives.nyc/find/location/bd0e8924-b7d1-43bc-a2fa-9babf09555ca,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Brown Bag,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Day Services,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Dinner,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Free Wi-Fi,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Health Clinic,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,LGBTQIA2S+ Young Adult Overnight Services,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Mail,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Overnight Services Reservation,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Personal Care and Hygiene,,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Services by Appointment Only (BAO),,
6a5829b0-c07a-4d93-9e7e-875060eca229,45983208-dee6-4e07-9a0a-d236d674c8ae,,Ali Forney Center (AFC),LGBTQIA+ Youth Drop-in Center (moving to 307 W 38th St on June 2023),16,24,,Runaway and unhoused youth and young adults,,Unity Works Vocational Education and Job Readiness,,
e522678c-1cda-4869-ad09-5764310927fd,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,,All Angels' Church,,,,,,,Clothing Closet,,
e522678c-1cda-4869-ad09-5764310927fd,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,,All Angels' Church,,,,X,,,Institute for Family Health,,
e522678c-1cda-4869-ad09-5764310927fd,c17db0ff-e6c7-4f84-8b5f-6df0c917fe88,,All Angels' Church,,18,,,,,Shower,,
09c4b1d2-6c93-48ee-b236-8b87aab419bf,cfed4cf7-bfb6-422b-a09b-879cdc488330,,Alliance of Families for Justice (AFJ),,18,,,,,Circle for Formerly Incarcerated People,,
09c4b1d2-6c93-48ee-b236-8b87aab419bf,cfed4cf7-bfb6-422b-a09b-879cdc488330,,Alliance of Families for Justice (AFJ),,18,,,,,Thursday Organizational Meeting,,
09c4b1d2-6c93-48ee-b236-8b87aab419bf,cfed4cf7-bfb6-422b-a09b-879cdc488330,,Alliance of Families for Justice (AFJ),,16,24,,,,Youth Empowerment Project,,
b5538fa2-a4c6-47c8-aa09-1881be28aefa,b9e752ec-4ecd-49be-bc18-559786ac3452,,All Saints Church Episcopal Ministry,,16,,,,,Food Pantry,,
d573102e-6f1f-4c4f-ab80-332a027d8a,4d70929c-e4d1-44be-9a03-a1816c73d387,,All Souls Unitarian Church,,16,,,,,Food Pantry,,
d573102e-6f1f-4c4f-ab80-332a027d8a,4d70929c-e4d1-44be-9a03-a1816c73d387,,All Souls Unitarian Church,,16,,,,,Friday Soup Kitchen,,
d573102e-6f1f-4c4f-ab80-332a027d8a,4d70929c-e4d1-44be-9a03-a1816c73d387,,All Souls Unitarian Church,,16,,,,,Monday Night Hospitality,,
c27f0ec3-659d-4be4-b7ca-9c9acf1fd6d0,7ad659a1-e58f-4a5c-a052-6de931d0fed0,,American Barber Institute,,,,X,,,Haircuts,,
8b2890-6073-46ce-b92a-adc32ec16dce,5abd0071-8df7-48d7-a6f5-890a4fd0a9d2,,American Council of Minority Women (ACMW),,,,,,,Clothing pantry,,
8b2890-6073-46ce-b92a-adc32ec16dce,5abd0071-8df7-48d7-a6f5-890a4fd0a9d2,,American Council of Minority Women (ACMW),,,,,,,Food Pantry,,
8b2890-6073-46ce-b92a-adc32ec16dce,5abd0071-8df7-48d7-a6f5-890a4fd0a9d2,,American Council of Minority Women (ACMW),,,,,,,"Muslim Religious Holiday Events, Health Awareness Days",,
8b2890-6073-46ce-b92a-adc32ec16dce,5abd0071-8df7-48d7-a6f5-890a4fd0a9d2,,American Council of Minority Women (ACMW),,,,,,,Toiletries,,
438e02d4-a800-4d97-9d0e-ddb050ff3041,eea0a5fb-aef5-48be-b9-c5ae203da53d,,Amsterdam HASA Center,ServiceLine,,,,,,Benefits,,
438e02d4-a800-4d97-9d0e-ddb050ff3041,eea0a5fb-aef5-48be-b9-c5ae203da53d,,Amsterdam HASA Center,ServiceLine,,,,,,Case Workers,,
438e02d4-a800-4d97-9d0e-ddb050ff3041,eea0a5fb-aef5-48be-b9-c5ae203da53d,,Amsterdam HASA Center,ServiceLine,18,,,,,Emergency Placement,,
82a345d0-6f10-48eb-afe6-57daeef25d,92da6003-ba28-47c8-bf77-54f609ed86b6,gogetta.nyc/find/location/92da6003-ba28-47c8-bf77-54f609ed86b6,"Another Choice Youth and Family Outreach, Inc",Mount Zion AME Church,18,,,,,Food Pantry,,
82a345d0-6f10-48eb-afe6-57daeef25d,92da6003-ba28-47c8-bf77-54f609ed86b6,gogetta.nyc/find/location/92da6003-ba28-47c8-bf77-54f609ed86b6,"Another Choice Youth and Family Outreach, Inc",Mount Zion AME Church,16,24,,,,Community Service Learning Initiative (CSL) ,,
b8a24394-4c3e-4625-8ea3-ccc8a13abc04,21375620-596c-4b2d-8d5c-da6ea7014208,gogetta.nyc/find/location/21375620-596c-4b2d-8d5c-da6ea7014208,Antioch Outreach Ministries,Manhattan,,,X,,,Clothing Pantry,,
b8a24394-4c3e-4625-8ea3-ccc8a13abc04,21375620-596c-4b2d-8d5c-da6ea7014208,gogetta.nyc/find/location/21375620-596c-4b2d-8d5c-da6ea7014208,Antioch Outreach Ministries,Manhattan,18,,,,,Food Pantry,,
95b939bc-2412-44b9-9f7c-441bba3e9e4c,93dc7a44-3f9a-4ce1-83f2-5b3f93ddea,,Anti-Violence Project (AVP),,,,,,,Advocacy for Housing Search and Victims of Violence,,
95b939bc-2412-44b9-9f7c-441bba3e9e4c,93dc7a44-3f9a-4ce1-83f2-5b3f93ddea,,Anti-Violence Project (AVP),,,,,,,Counseling,,
95b939bc-2412-44b9-9f7c-441bba3e9e4c,93dc7a44-3f9a-4ce1-83f2-5b3f93ddea,,Anti-Violence Project (AVP),,,,,,,Emergency Crisis Hotline,,
95b939bc-2412-44b9-9f7c-441bba3e9e4c,93dc7a44-3f9a-4ce1-83f2-5b3f93ddea,,Anti-Violence Project (AVP),,,,,,,Support Groups and Self-Defense Workshops,,
6bcea46a-5ade-4af8-9e7e-0fc5d6451d,421d2792-3c6a-4759-8ac4-4190e810ddc5,https://gogetta.nyc/find/location/421d2792-3c6a-4759-8ac4-4190e810ddc5,Apicha,Manhattan,,,,,,Community Health Services,,
c4b42b94-0082-46b1-9841-c9e60bf3a2,a47a9a63-2015-4776-b821-067cd0cbb20b,https://gogetta.nyc/find/location/a47a9a63-2015-4776-b821-067cd0cbb20b,Apicha,Queens,,,,,,Dentistry,,
,,https://www.gogetta.nyc/find/location/d000ac49-5d40-43eb-94df-3e6b87713fbb,Argus Community,ARU Outpatient Program,17,,,,,Medication-Assisted Treatment,,
60ee8fa1-ff57-4419-829a-5ad0d370e4,d000ac49-5d40-43eb-94df-3e6b87713fbb,https://streetlives.nyc/find/location/d000ac49-5d40-43eb-94df-3e6b87713fbb,Argus Community,ARU Outpatient Program,16,,,,,Outpatient Program,,
7cf35bd9-faf6-41c8-b09c-92cf0a87610c,4ab21ad0-0d1e-41ee-9271-e7e5daeb6142,,Argus Community,Faith Mission Alcohol Crisis Center,18,,,,,Crisis Center,,
d16be5b1-de7a-4dcc-84ef-91582277a0b8,5d23acdd-3dc1-4fc1-af76-1982eace2933,https://www.gogetta.nyc/find/location/5d23acdd-3dc1-4fc1-af76-1982eace2933,"Argus Community, Inc.",ACCESS Program,5,,,,,ACCESS Program,,
d16be5b1-de7a-4dcc-84ef-91582277a0b8,5d23acdd-3dc1-4fc1-af76-1982eace2933,https://www.gogetta.nyc/find/location/5d23acdd-3dc1-4fc1-af76-1982eace2933,"Argus Community, Inc.",ACCESS Program,13,,,,,ELS Outpatient Treatment Center,,
d16be5b1-de7a-4dcc-84ef-91582277a0b8,5d23acdd-3dc1-4fc1-af76-1982eace2933,https://www.gogetta.nyc/find/location/5d23acdd-3dc1-4fc1-af76-1982eace2933,"Argus Community, Inc.",ACCESS Program,13,,,,,HIV Early Intervention Services,,
d16be5b1-de7a-4dcc-84ef-91582277a0b8,5d23acdd-3dc1-4fc1-af76-1982eace2933,https://www.gogetta.nyc/find/location/5d23acdd-3dc1-4fc1-af76-1982eace2933,"Argus Community, Inc.",ACCESS Program,,,,,,Lunch,,
d16be5b1-de7a-4dcc-84ef-91582277a0b8,5d23acdd-3dc1-4fc1-af76-1982eace2933,https://www.gogetta.nyc/find/location/5d23acdd-3dc1-4fc1-af76-1982eace2933,"Argus Community, Inc.",ACCESS Program,18,,,,,Harbor House II Intensive Residential Program,,
,,https://gogetta.nyc/find/location/06b616d6-6cef-4727-b21e-6a95d4516cc0,"Argus Community, Inc.",ACCESS Program,18,,,,,Harbor House I Intensive Residential Program,,
a6fe9016-85c8-441e-8add-3569a404dc31,c4c84c68-0a19-4b13-a1ba-4ce4d64955f9,https://streetlives.nyc/find/location/92da6003-ba28-47c8-bf77-54f609ed86b6,Arms Acres,Bronx Outpatient Clinic,14,,,,,Outpatient Substance Use Treatment,,
689c3958-ce78-467b-a2b0-8c352117ddc1,769caade-2afb-43eb-9c35-cbec07425580,,Arms Acres,Queens,,,,,,Outpatient Substance Use Treatment,,
85c44534-3571-4abb-a29b-7158b57fe57f,3302c1ef-382a-4c3c-9673-a3a3b74582f1,,"Ascension Outreach, Inc.",Church of the Ascension,,,,,,Food Pantry,,
4acee9e1-1b14-47bd-9528-22fd3b1550f6,83266db3-0886-49bd-a3a5-c0255960ecae,,Ash-Shifaa Inc / Al Hajjah Fajr Tyson Halal,,,,,,,Food Pantry,,
f1592a86-7dc0-428c-82d7-f7a685566558,3f3a6015-df-4125-b40d-ebd781284b,,Association to Benefit Children,Head Start,0,5,,,,Free Child Care,,
f1592a86-7dc0-428c-82d7-f7a685566558,3f3a6015-df-4125-b40d-ebd781284b,,Association to Benefit Children,Head Start,5,21,,,,Youth Services,,
4af57292-3482-4085-bb05-f92da748fddf,ebc1954b-67ba-423d-bd0d-a679f7c9bc81,,Asylum Seeker Resource Navigation Center,Catholic Charities's Office at The American Red Cross,,,,,,Information and Service Referrals,,
184ebba9-a545-4b78-94f3-d1898723cb5b,817b11be-87a0-4967-f7-22ef81ae140e,,Bangladeshi American Community Development and Youth Services (BACDYS),,,,,,,Benefits,,
184ebba9-a545-4b78-94f3-d1898723cb5b,817b11be-87a0-4967-f7-22ef81ae140e,,Bangladeshi American Community Development and Youth Services (BACDYS),,,,,,,Education,,
184ebba9-a545-4b78-94f3-d1898723cb5b,817b11be-87a0-4967-f7-22ef81ae140e,,Bangladeshi American Community Development and Youth Services (BACDYS),,,,,,,Mobile Food Truck,,
306e4fd1-d810-4c7d-8e6f-a74750b3b75c,1e3a181b-c5aa-4b0c-8374-7d06361adb03,,Basilica Of Our Lady Of Perpetual Help,,,,,,,Food Pantry,,
7ae2246a-f1e6-493c-8c06-10f2f0f5b87c,16b1dcaa-6080-4f6c-8d29-082b13860c37,,Bay Ridge Center,,,,,,,Food Pantry,,
7ae2246a-f1e6-493c-8c06-10f2f0f5b87c,16b1dcaa-6080-4f6c-8d29-082b13860c37,,Bay Ridge Center,,,,,,,Soup kitchen,,
db8b7571-b5d7-48a2-877e-d5ff3c867701,da7b41cd-c057-444d-bf48-3d074fba5ea0,,Bay View Houses Resident Association,,,,,,,Food Pantry,,
9a7bbc41-4df8-4585-a855-d48f3bd317dc,5e6c1b22-004e-4ac7-8d32-e7a9e64ff9d8,,Bedford Stuyvesant Community Legal Services,Restoration Plaza,,,,,,Advocates / Legal Aid,,
5f8a7911-d823-46b0-9e1e-5a7720c89522,d8c94dc6-8248-4e22-86e9-9d0eea4407d1,,Bedford-Stuyvesant Family Health Center (BSFHC),Main Office,,,,,,Health Insurance Enrollment,,
5f8a7911-d823-46b0-9e1e-5a7720c89522,d8c94dc6-8248-4e22-86e9-9d0eea4407d1,,Bedford-Stuyvesant Family Health Center (BSFHC),Main Office,,,,,,Patient Services,,
156ae2cb-b152-4179-8766-abe851e46b42,283754b1-794d-47f9-836c-9560b488581d,,Betances Health Center,Bushwick,18,,,,,Case Management,,
156ae2cb-b152-4179-8766-abe851e46b42,283754b1-794d-47f9-836c-9560b488581d,https://streetlives.nyc/find/location/283754b1-794d-47f9-836c-9560b488581d,Betances Health Center,Bushwick,18,,,,,Patient Services,,
0026b911-64f7-4701-8729-de5e8cd09b7e,d428c9b2-9fa9-47ff-8827-9dd8cc49f2f4,,Betances Health Center,Manhattan,18,,,,,340B Discount Prescription Program,,
0026b911-64f7-4701-8729-de5e8cd09b7e,d428c9b2-9fa9-47ff-8827-9dd8cc49f2f4,,Betances Health Center,Manhattan,18,,,,,Patient Services,,
8f74afe7-b7b6-4ee8-aee9-67c4a65c4692,00bc6bdb-acfe-4651-84aa-8b750efa4a91,,Bethanie French Seventh-day Adventist (SDA) Church,,,,,,,Food Pantry,,
f12350a9-5dd0-48fa-beb3-1e6d443f8d6b,638dbd0e-7436-4881-a5d5-e9132a1c77ba,,Bethany Baptist Church of Jamaica,,,,,,,Food Pantry,,
f12350a9-5dd0-48fa-beb3-1e6d443f8d6b,638dbd0e-7436-4881-a5d5-e9132a1c77ba,,Bethany Baptist Church of Jamaica,,,,,,,Soup kitchen,,
35fcf570-8bb9-4e5e-96e6-8b61ebac3908,aed39e41-fa82-47c7-9620-2c49eb427978,,Bethel African Methodist Episcopal (AME) Church,Harlem,,,,,,Food Pantry,,
a3c77d7c-12b2-4ba3-9c8f-dd00786fc988,16922485-985d-4faa-a7bb-95542c8cefbb,,Bethel Arverne Community Food Provider,Bethel African Methodist Episcopal (AME) Church,,,,,,Food Pantry,,
0f247b13-4a7a-4483-a9f1-bea751f780c0,73cd3578-456a-4928-ae26-9f908454852f,,Beth-El House of Yahweh,Bronx,,,,,,Food Pantry,,
0f247b13-4a7a-4483-a9f1-bea751f780c0,73cd3578-456a-4928-ae26-9f908454852f,,Beth-El House of Yahweh,Bronx,,,,,,Soup kitchen,,
24011ee5-134a-4cf9-bc70-1c58d7bd0ec7,39d26a45-3625-40b4-aaf5-bdb50ea9d48c,,Bethesda Missionary Baptist Church,Jamaica,,,,,,Food Pantry,,
24011ee5-134a-4cf9-bc70-1c58d7bd0ec7,39d26a45-3625-40b4-aaf5-bdb50ea9d48c,,Bethesda Missionary Baptist Church,Jamaica,,,,,,Soup kitchen,,
cebc6b9f-66ac-4511-8b3c-a186e3625dc9,0bbd2e2c-c722-4521-a657-d51dd46bf71c,,Beth Hark Christian Counseling Center Inc.,,,,,,,Food Pantry,,
cebc6b9f-66ac-4511-8b3c-a186e3625dc9,0bbd2e2c-c722-4521-a657-d51dd46bf71c,,Beth Hark Christian Counseling Center Inc.,,,,,,,Soup Kitchen,,
